,Season,Squad,W,D,L,GF,GA,Pts,Sh,SoT,FK,PK,Cmp,Att,Cmp%,CK,CrdY,CrdR,Fls,PKcon,OG
1923,1926-1927,Liverpool,18,7,17,69,61,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1924,1926-1927,Aston Villa,18,7,17,81,83,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1925,1926-1927,Arsenal,17,9,16,77,86,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1926,1926-1927,Derby County,17,7,18,86,73,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1927,1926-1927,Tottenham,16,9,17,76,78,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1928,1926-1927,Cardiff City,16,9,17,55,65,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1929,1926-1927,Manchester Utd,13,14,15,52,64,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1930,1926-1927,The Wednesday,15,9,18,75,92,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1931,1926-1927,Birmingham,17,4,21,64,73,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1932,1926-1927,Blackburn,15,8,19,77,96,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1933,1926-1927,Bury,12,12,18,68,77,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1934,1926-1927,Everton,12,10,20,64,90,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1935,1926-1927,Leeds United,11,8,23,69,88,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1936,1926-1927,West Brom,11,8,23,65,86,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1937,1925-1926,Huddersfield,23,11,8,92,60,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1938,1925-1926,Arsenal,22,8,12,87,63,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1939,1925-1926,Sunderland,21,6,15,96,80,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1940,1925-1926,Bury,20,7,15,85,77,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1941,1925-1926,Sheffield Utd,19,8,15,102,82,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1942,1925-1926,Aston Villa,16,12,14,86,76,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1943,1925-1926,Liverpool,14,16,12,70,63,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1944,1925-1926,Bolton,17,10,15,75,76,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1945,1925-1926,Manchester Utd,19,6,17,66,73,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1946,1925-1926,Newcastle Utd,16,10,16,84,75,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1947,1925-1926,Everton,12,18,12,72,70,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1948,1925-1926,Blackburn,15,11,16,91,80,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1949,1925-1926,West Brom,16,8,18,79,78,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1950,1925-1926,Birmingham,16,8,18,66,81,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1951,1925-1926,Tottenham,15,9,18,66,79,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1952,1925-1926,Cardiff City,16,7,19,61,76,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1953,1925-1926,Leicester City,14,10,18,70,80,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1954,1925-1926,West Ham,15,7,20,63,76,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1955,1925-1926,Leeds United,14,8,20,64,76,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1956,1925-1926,Burnley,13,10,19,85,108,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1957,1925-1926,Manchester City,12,11,19,89,100,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1958,1925-1926,Notts County,13,7,22,54,74,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1959,1924-1925,Huddersfield,21,16,5,69,28,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1960,1924-1925,West Brom,23,10,9,58,34,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1961,1924-1925,Bolton,22,11,9,76,34,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1962,1924-1925,Liverpool,20,10,12,63,55,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1963,1924-1925,Bury,17,15,10,54,51,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1964,1924-1925,Newcastle Utd,16,16,10,61,42,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1965,1924-1925,Sunderland,19,10,13,64,51,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1966,1924-1925,Birmingham,17,12,13,49,53,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1967,1924-1925,Notts County,16,13,13,42,31,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1968,1924-1925,Manchester City,17,9,16,76,68,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1969,1924-1925,Cardiff City,16,11,15,56,51,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1970,1924-1925,Tottenham,15,12,15,52,43,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1971,1924-1925,West Ham,15,12,15,62,60,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1972,1924-1925,Sheffield Utd,13,13,16,55,63,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1973,1924-1925,Aston Villa,13,13,16,58,71,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1974,1924-1925,Blackburn,11,13,18,53,66,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1975,1924-1925,Everton,12,11,19,40,60,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1976,1924-1925,Leeds United,11,12,19,46,59,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1977,1924-1925,Burnley,11,12,19,46,75,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1978,1924-1925,Arsenal,14,5,23,46,58,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1979,1924-1925,Preston,10,6,26,37,74,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1980,1924-1925,Nott'ham Forest,6,12,24,29,65,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1981,1923-1924,Huddersfield,23,11,8,60,33,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1982,1923-1924,Cardiff City,22,13,7,61,34,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1983,1923-1924,Sunderland,22,9,11,71,54,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1984,1923-1924,Bolton,18,14,10,68,34,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1985,1923-1924,Sheffield Utd,19,12,11,69,49,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1986,1923-1924,Aston Villa,18,13,11,52,37,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1987,1923-1924,Everton,18,13,11,62,53,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1988,1923-1924,Blackburn,17,11,14,54,50,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1989,1923-1924,Newcastle Utd,17,10,15,60,54,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1990,1923-1924,Notts County,14,14,14,44,49,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1991,1923-1924,Manchester City,15,12,15,54,71,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1992,1923-1924,Liverpool,15,11,16,49,48,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1993,1923-1924,West Ham,13,15,14,40,43,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1994,1923-1924,Birmingham,13,13,16,41,49,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1995,1923-1924,Tottenham,12,14,16,50,56,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1996,1923-1924,West Brom,12,14,16,51,62,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1997,1923-1924,Burnley,12,12,18,55,60,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1998,1923-1924,Preston,12,10,20,52,67,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1999,1923-1924,Arsenal,12,9,21,40,63,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2000,1923-1924,Nott'ham Forest,10,12,20,42,64,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2001,1923-1924,Chelsea,9,14,19,31,53,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2002,1923-1924,Middlesbrough,7,8,27,37,60,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2003,1922-1923,Liverpool,26,8,8,70,31,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2004,1922-1923,Sunderland,22,10,10,72,54,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2005,1922-1923,Huddersfield,21,11,10,60,32,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2006,1922-1923,Newcastle Utd,18,12,12,45,37,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2007,1922-1923,Everton,20,7,15,63,59,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2008,1922-1923,Aston Villa,18,10,14,64,51,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2009,1922-1923,West Brom,17,11,14,58,49,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2010,1922-1923,Manchester City,17,11,14,50,49,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2011,1922-1923,Cardiff City,18,7,17,73,59,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2012,1922-1923,Sheffield Utd,16,10,16,68,64,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2013,1922-1923,Arsenal,16,10,16,61,62,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2014,1922-1923,Tottenham,17,7,18,50,50,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2015,1922-1923,Bolton,14,12,16,50,58,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2016,1922-1923,Blackburn,14,12,16,47,62,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2017,1922-1923,Burnley,16,6,20,58,59,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2018,1922-1923,Preston,13,11,18,60,64,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2019,1922-1923,Birmingham,13,11,18,41,57,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2020,1922-1923,Middlesbrough,13,10,19,57,63,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2021,1922-1923,Chelsea,9,18,15,45,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2022,1922-1923,Nott'ham Forest,13,8,21,41,70,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2023,1922-1923,Stoke,10,10,22,47,67,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2024,1922-1923,Oldham Athletic,10,10,22,35,65,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2025,1921-1922,Liverpool,22,13,7,63,36,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2026,1921-1922,Tottenham,21,9,12,65,39,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2027,1921-1922,Burnley,22,5,15,72,54,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2028,1921-1922,Cardiff City,19,10,13,61,53,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2029,1921-1922,Aston Villa,22,3,17,74,55,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2030,1921-1922,Bolton,20,7,15,68,59,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2031,1921-1922,Newcastle Utd,18,10,14,59,45,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2032,1921-1922,Middlesbrough,16,14,12,79,69,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2033,1921-1922,Chelsea,17,12,13,40,43,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2034,1921-1922,Manchester City,18,9,15,65,70,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2035,1921-1922,Sheffield Utd,15,10,17,59,54,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2036,1921-1922,Sunderland,16,8,18,60,62,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2037,1921-1922,West Brom,15,10,17,51,63,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2038,1921-1922,Huddersfield,15,9,18,53,54,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2039,1921-1922,Blackburn,13,12,17,54,57,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2040,1921-1922,Preston,13,12,17,42,65,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2041,1921-1922,Arsenal,15,7,20,47,56,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2042,1921-1922,Birmingham,15,7,20,48,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2043,1921-1922,Oldham Athletic,13,11,18,38,50,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2044,1921-1922,Everton,12,12,18,57,55,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2045,1921-1922,Bradford City,11,10,21,48,72,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2046,1921-1922,Manchester Utd,8,12,22,41,73,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2047,1920-1921,Burnley,23,13,6,79,36,59,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2048,1920-1921,Manchester City,24,6,12,70,50,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2049,1920-1921,Bolton,19,14,9,77,53,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2050,1920-1921,Liverpool,18,15,9,63,35,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2051,1920-1921,Newcastle Utd,20,10,12,66,45,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2052,1920-1921,Tottenham,19,9,14,70,48,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2053,1920-1921,Everton,17,13,12,66,55,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2054,1920-1921,Middlesbrough,17,12,13,53,53,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2055,1920-1921,Arsenal,15,14,13,59,63,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2056,1920-1921,Aston Villa,18,7,17,63,70,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2057,1920-1921,Blackburn,13,15,14,57,59,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2058,1920-1921,Sunderland,14,13,15,57,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2059,1920-1921,Manchester Utd,15,10,17,64,68,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2060,1920-1921,West Brom,13,14,15,54,58,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2061,1920-1921,Bradford City,12,15,15,61,63,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2062,1920-1921,Preston,15,9,18,61,65,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2063,1920-1921,Huddersfield,15,9,18,42,49,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2064,1920-1921,Chelsea,13,13,16,48,58,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2065,1920-1921,Oldham Athletic,9,15,18,49,86,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2066,1920-1921,Sheffield Utd,6,18,18,42,68,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2067,1920-1921,Derby County,5,16,21,32,58,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2068,1920-1921,Bradford PA,8,8,26,43,76,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2069,1919-1920,West Brom,28,4,10,104,47,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2070,1919-1920,Burnley,21,9,12,65,59,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2071,1919-1920,Chelsea,22,5,15,56,51,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2072,1919-1920,Liverpool,19,10,13,59,44,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2073,1919-1920,Sunderland,22,4,16,72,59,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2074,1919-1920,Bolton,19,9,14,72,65,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2075,1919-1920,Manchester City,18,9,15,71,62,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2076,1919-1920,Newcastle Utd,17,9,16,44,39,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2077,1919-1920,Aston Villa,18,6,18,75,73,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2078,1919-1920,Arsenal,15,12,15,56,58,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2079,1919-1920,Bradford PA,15,12,15,60,63,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2080,1919-1920,Manchester Utd,13,14,15,54,50,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2081,1919-1920,Middlesbrough,15,10,17,61,65,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2082,1919-1920,Sheffield Utd,16,8,18,59,69,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2083,1919-1920,Bradford City,14,11,17,54,63,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2084,1919-1920,Everton,12,14,16,69,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2085,1919-1920,Oldham Athletic,15,8,19,49,52,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2086,1919-1920,Derby County,13,12,17,47,57,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2087,1919-1920,Preston,14,10,18,57,73,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2088,1919-1920,Blackburn,13,11,18,64,77,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2089,1919-1920,Notts County,12,12,18,56,74,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2090,1919-1920,The Wednesday,7,9,26,28,64,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2091,1914-1915,Everton,19,8,11,76,47,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2092,1914-1915,Oldham Athletic,17,11,10,70,56,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2093,1914-1915,Blackburn,18,7,13,83,61,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2094,1914-1915,Burnley,18,7,13,61,47,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2095,1914-1915,Manchester City,15,13,10,49,39,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2096,1914-1915,Sheffield Utd,15,13,10,49,41,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2097,1914-1915,The Wednesday,15,13,10,61,54,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2098,1914-1915,Sunderland,18,5,15,81,72,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2099,1914-1915,Bradford PA,17,7,14,69,65,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2100,1914-1915,West Brom,15,10,13,49,43,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2101,1914-1915,Bradford City,13,14,11,55,49,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2102,1914-1915,Middlesbrough,13,12,13,62,74,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2103,1914-1915,Liverpool,14,9,15,65,75,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2104,1914-1915,Aston Villa,13,11,14,62,72,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2105,1914-1915,Newcastle Utd,11,10,17,46,48,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2106,1914-1915,Notts County,9,13,16,41,57,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2107,1914-1915,Bolton,11,8,19,68,84,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2108,1914-1915,Manchester Utd,9,12,17,46,62,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2109,1914-1915,Chelsea,8,13,17,51,65,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2110,1914-1915,Tottenham,8,12,18,57,90,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2111,1913-1914,Blackburn,20,11,7,78,42,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2112,1913-1914,Aston Villa,19,6,13,65,50,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2113,1913-1914,Middlesbrough,19,5,14,77,60,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2114,1913-1914,Oldham Athletic,17,9,12,55,45,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2115,1913-1914,West Brom,15,13,10,46,42,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2116,1913-1914,Bolton,16,10,12,65,52,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2117,1913-1914,Sunderland,17,6,15,63,52,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2118,1913-1914,Chelsea,16,7,15,46,55,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2119,1913-1914,Bradford City,12,14,12,40,40,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2120,1913-1914,Sheffield Utd,16,5,17,63,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2121,1913-1914,Newcastle Utd,13,11,14,39,48,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2122,1913-1914,Burnley,12,12,14,61,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2123,1913-1914,Manchester City,14,8,16,51,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2124,1913-1914,Manchester Utd,15,6,17,52,62,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2125,1913-1914,Everton,12,11,15,46,55,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2126,1913-1914,Liverpool,14,7,17,46,62,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2127,1913-1914,Tottenham,12,10,16,50,62,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2128,1913-1914,The Wednesday,13,8,17,53,70,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2129,1913-1914,Preston,12,6,20,52,69,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2130,1913-1914,Derby County,8,11,19,55,71,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2131,1912-1913,Sunderland,25,4,9,86,43,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2132,1912-1913,Aston Villa,19,12,7,86,52,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2133,1912-1913,The Wednesday,21,7,10,75,55,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2134,1912-1913,Manchester Utd,19,8,11,69,43,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2135,1912-1913,Blackburn,16,13,9,79,43,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2136,1912-1913,Manchester City,18,8,12,53,37,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2137,1912-1913,Derby County,17,8,13,69,66,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2138,1912-1913,Bolton,16,10,12,62,63,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2139,1912-1913,Oldham Athletic,14,14,10,50,55,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2140,1912-1913,West Brom,13,12,13,57,50,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2141,1912-1913,Everton,15,7,16,48,54,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2142,1912-1913,Liverpool,16,5,17,61,71,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2143,1912-1913,Bradford City,12,11,15,50,60,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2144,1912-1913,Newcastle Utd,13,8,17,47,47,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2145,1912-1913,Sheffield Utd,14,6,18,56,70,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2146,1912-1913,Middlesbrough,11,10,17,55,69,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2147,1912-1913,Tottenham,12,6,20,45,72,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2148,1912-1913,Chelsea,11,6,21,51,73,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2149,1912-1913,Notts County,7,9,22,28,56,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2150,1912-1913,Arsenal,3,12,23,26,74,18,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2151,1911-1912,Blackburn,20,9,9,60,43,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2152,1911-1912,Everton,20,6,12,46,42,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2153,1911-1912,Newcastle Utd,18,8,12,64,50,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2154,1911-1912,Bolton,20,3,15,54,43,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2155,1911-1912,The Wednesday,16,9,13,69,49,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2156,1911-1912,Aston Villa,17,7,14,76,63,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2157,1911-1912,Middlesbrough,16,8,14,56,45,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2158,1911-1912,Sunderland,14,11,13,58,51,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2159,1911-1912,West Brom,15,9,14,43,47,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2160,1911-1912,Arsenal,15,8,15,55,59,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2161,1911-1912,Bradford City,15,8,15,46,50,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2162,1911-1912,Tottenham,14,9,15,53,53,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2163,1911-1912,Manchester Utd,13,11,14,45,60,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2164,1911-1912,Sheffield Utd,13,10,15,63,56,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2165,1911-1912,Manchester City,13,9,16,56,58,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2166,1911-1912,Notts County,14,7,17,46,63,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2167,1911-1912,Liverpool,12,10,16,49,55,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2168,1911-1912,Oldham Athletic,12,10,16,46,54,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2169,1911-1912,Preston,13,7,18,40,57,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2170,1911-1912,Bury,6,9,23,32,59,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2171,1910-1911,Manchester Utd,22,8,8,72,40,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2172,1910-1911,Aston Villa,22,7,9,69,41,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2173,1910-1911,Sunderland,15,15,8,67,48,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
